timestamp,symbol,price
2026-01-10 14:30:00,INFY.NS,1610.00
2026-01-10 15:21:56,INFY.NS,1614.10
2026-01-10 15:21:56,INFY.NS,1614.10
2026-01-10 15:23:00,INFY.NS,1614.10
2026-01-10 15:23:00,INFY.NS,1614.10
2026-01-10 15:24:04,INFY.NS,1614.10
2026-01-10 15:24:05,INFY.NS,1614.10
2026-01-10 15:25:09,INFY.NS,1614.10
2026-01-10 15:25:10,INFY.NS,1614.10
2026-01-10 15:26:15,INFY.NS,1614.10
2026-01-10 15:26:16,INFY.NS,1614.10
2026-01-10 15:27:19,INFY.NS,1614.10
2026-01-10 15:27:20,INFY.NS,1614.10
2026-01-10 15:28:24,INFY.NS,1614.10
2026-01-10 15:28:24,INFY.NS,1614.10
2026-01-10 15:29:27,INFY.NS,1614.10
2026-01-10 15:29:29,INFY.NS,1614.10
2026-01-10 15:30:31,INFY.NS,1614.10
2026-01-10 15:30:32,INFY.NS,1614.10
2026-01-10 15:31:35,INFY.NS,1614.10
2026-01-10 15:31:36,INFY.NS,1614.10
2026-01-10 15:32:39,INFY.NS,1614.10
2026-01-10 15:32:41,INFY.NS,1614.10
2026-01-10 15:33:49,INFY.NS,1614.10
2026-01-10 15:33:49,INFY.NS,1614.10
2026-01-10 15:35:23,INFY.NS,1614.10
2026-01-10 15:35:23,INFY.NS,1614.10
2026-01-10 15:36:30,INFY.NS,1614.10
2026-01-10 15:36:30,INFY.NS,1614.10
2026-01-10 15:37:35,INFY.NS,1614.10
2026-01-10 15:37:35,INFY.NS,1614.10
2026-01-10 15:38:39,INFY.NS,1614.10
2026-01-10 15:38:40,INFY.NS,1614.10
2026-01-10 15:39:44,INFY.NS,1614.10
2026-01-10 15:39:45,INFY.NS,1614.10
2026-01-10 15:40:48,INFY.NS,1614.10
2026-01-10 15:40:51,INFY.NS,1614.10
2026-01-10 15:41:52,INFY.NS,1614.10
2026-01-10 15:41:56,INFY.NS,1614.10
2026-01-10 15:42:57,INFY.NS,1614.10
2026-01-10 15:43:01,INFY.NS,1614.10
2026-01-10 15:44:01,INFY.NS,1614.10
2026-01-10 15:44:06,INFY.NS,1614.10
2026-01-10 15:45:06,INFY.NS,1614.10
2026-01-10 15:45:12,INFY.NS,1614.10
2026-01-10 20:00:55,INFY.NS,1614.10
2026-01-10 20:02:00,INFY.NS,1614.10
2026-01-10 20:02:01,INFY.NS,1614.10
2026-01-10 20:03:05,INFY.NS,1614.10
2026-01-10 20:03:06,INFY.NS,1614.10
2026-01-10 20:04:10,INFY.NS,1614.10
2026-01-10 20:04:11,INFY.NS,1614.10
2026-01-10 20:05:15,INFY.NS,1614.10
2026-01-10 20:05:17,INFY.NS,1614.10
2026-01-10 20:06:19,INFY.NS,1614.10
2026-01-10 20:06:22,INFY.NS,1614.10
2026-01-10 20:07:24,INFY.NS,1614.10
2026-01-10 20:07:27,INFY.NS,1614.10
2026-01-10 20:08:28,INFY.NS,1614.10
2026-01-10 20:08:32,INFY.NS,1614.10
2026-01-10 20:09:33,INFY.NS,1614.10
2026-01-10 20:09:37,INFY.NS,1614.10
2026-01-10 21:29:58,INFY.NS,1614.10
2026-01-10 21:30:12,INFY.NS,1614.10
2026-01-10 21:31:03,INFY.NS,1614.10
2026-01-10 21:31:17,INFY.NS,1614.10
2026-01-10 21:32:07,INFY.NS,1614.10
2026-01-10 21:32:21,INFY.NS,1614.10
2026-01-10 21:33:12,INFY.NS,1614.10
2026-01-10 21:33:25,INFY.NS,1614.10
2026-01-10 21:34:16,INFY.NS,1614.10
2026-01-10 21:34:30,INFY.NS,1614.10
2026-01-10 21:35:20,INFY.NS,1614.10
2026-01-10 21:35:35,INFY.NS,1614.10
2026-01-10 21:36:25,INFY.NS,1614.10
