timestamp,symbol,price
2026-01-10 21:36:39,INFY.NS,1614.10
2026-01-10 21:37:29,INFY.NS,1614.10
2026-01-10 21:37:43,INFY.NS,1614.10
2026-01-10 21:38:34,INFY.NS,1614.10
2026-01-10 21:38:48,INFY.NS,1614.10
2026-01-10 23:16:56,INFY.NS,1614.10
2026-01-10 23:17:07,INFY.NS,1614.10
2026-01-10 23:18:01,INFY.NS,1614.10
2026-01-10 23:18:11,INFY.NS,1614.10
2026-01-10 23:19:05,INFY.NS,1614.10
2026-01-10 23:19:16,INFY.NS,1614.10
2026-01-10 23:20:10,INFY.NS,1614.10
2026-01-10 23:20:21,INFY.NS,1614.10
2026-01-10 23:21:14,INFY.NS,1614.10
2026-01-10 23:21:25,INFY.NS,1614.10
2026-01-10 23:22:18,INFY.NS,1614.10
2026-01-10 23:22:29,INFY.NS,1614.10
2026-01-10 23:23:23,INFY.NS,1614.10
2026-01-10 23:23:34,INFY.NS,1614.10
2026-01-10 23:24:27,INFY.NS,1614.10
2026-01-10 23:24:39,INFY.NS,1614.10
2026-01-10 23:25:32,INFY.NS,1614.10
2026-01-10 23:25:43,INFY.NS,1614.10
2026-01-10 23:39:42,INFY.NS,1614.10
2026-01-10 23:40:29,INFY.NS,1614.10
2026-01-10 23:40:47,INFY.NS,1614.10
2026-01-10 23:41:34,INFY.NS,1614.10
2026-01-10 23:41:51,INFY.NS,1614.10
2026-01-10 23:42:38,INFY.NS,1614.10
2026-01-10 23:42:56,INFY.NS,1614.10
2026-01-10 23:43:43,INFY.NS,1614.10
2026-01-10 23:44:01,INFY.NS,1614.10
2026-01-10 23:44:48,INFY.NS,1614.10
2026-01-10 23:45:05,INFY.NS,1614.10
2026-01-10 23:45:52,INFY.NS,1614.10
2026-01-10 23:46:10,INFY.NS,1614.10
2026-01-10 23:46:56,INFY.NS,1614.10
2026-01-10 23:47:14,INFY.NS,1614.10
2026-01-10 23:48:01,INFY.NS,1614.10
2026-01-10 23:48:19,INFY.NS,1614.10
2026-01-10 23:49:05,INFY.NS,1614.10
2026-01-10 23:49:23,INFY.NS,1614.10
2026-01-11 02:51:39,INFY.NS,1614.10
2026-01-11 02:51:54,INFY.NS,1614.10
2026-01-11 02:52:43,INFY.NS,1614.10
2026-01-11 02:52:59,INFY.NS,1614.10
2026-01-11 02:53:47,INFY.NS,1614.10
2026-01-11 02:54:03,INFY.NS,1614.10
2026-01-11 02:54:52,INFY.NS,1614.10
2026-01-11 02:55:07,INFY.NS,1614.10
2026-01-11 02:55:56,INFY.NS,1614.10
2026-01-11 02:56:12,INFY.NS,1614.10
2026-01-11 02:57:00,INFY.NS,1614.10
2026-01-11 02:57:16,INFY.NS,1614.10
2026-01-11 02:58:05,INFY.NS,1614.10
2026-01-11 02:58:20,INFY.NS,1614.10
2026-01-11 02:59:09,INFY.NS,1614.10
2026-01-11 02:59:24,INFY.NS,1614.10
2026-01-11 03:00:13,INFY.NS,1614.10
2026-01-11 03:00:29,INFY.NS,1614.10
2026-01-11 03:01:18,INFY.NS,1614.10
2026-01-11 06:03:57,INFY.NS,1614.10
2026-01-11 06:04:09,INFY.NS,1614.10
2026-01-11 06:05:09,INFY.NS,1614.10
2026-01-11 06:05:20,INFY.NS,1614.10
2026-01-11 06:06:13,INFY.NS,1614.10
2026-01-11 06:06:25,INFY.NS,1614.10
2026-01-11 06:07:18,INFY.NS,1614.10
2026-01-11 06:07:29,INFY.NS,1614.10
2026-01-11 06:08:22,INFY.NS,1614.10
2026-01-11 06:08:33,INFY.NS,1614.10
2026-01-11 06:09:27,INFY.NS,1614.10
2026-01-11 06:10:31,INFY.NS,1614.10
2026-01-11 06:11:11,INFY.NS,1614.10
2026-01-11 06:11:40,INFY.NS,1614.10
2026-01-11 06:12:16,INFY.NS,1614.10
2026-01-11 06:12:49,INFY.NS,1614.10
2026-01-11 06:13:28,INFY.NS,1614.10
2026-01-11 07:45:05,INFY.NS,1614.10
2026-01-11 07:45:49,INFY.NS,1614.10
2026-01-11 07:46:15,INFY.NS,1614.10
2026-01-11 07:46:58,INFY.NS,1614.10
